,Comments,Ratings
833,"
                                
Service is very good ,representatives  and  customer service was very helpful and responsible, even the documentation part was fine , no queries with their service so overall service is average from HDFC LTD for my home loan service . No queries till now.","



 0.5
3.5/5 ""Pretty good""
                            "
834,"
                                I am not happy with the service of HDFC LTD for my home loan service ,representatives and customer service is not proper in responding . I never get any followups from HDFC LTD ,I am not happy with the service of HDFC LTD. I feel they need to improve some more when it  comes  to service.","



 0.5
1.0/5 ""Really Bad""
                            "
835,"
                                I didn't avail home loan from hdfc ltd because I have dropped the plan to purchase a property right now. But I  taken a car loan from direct HDFC bank. However the service was good, HDFC Ltd interest rate and charges was also quite nominal for the home loan.","



 0.5
4.0/5 ""Great!""
                            "
836,"
                                I was expecting lower interest to do balance transfer of my home loan.  When I applied for the loan in HDFC Ltd they gave me 8.5% of interest, at the time my existing loan interest rate was around 9% but finally my old bank reduced the interest. Therefore I didn't go for balance transfer in HDFC ltd.","



 0.5
4.0/5 ""Great!""
                            "
837,"
                                My experience with HDFC LTD  was good as their services were up to the mark. I was however not able to proceed with the application as the bank had informed me  that the property was in a village area and that did not come under the approved area as per the banks norms. I  would like to suggest that the approved area could be extended as the property was not too far outside the city and was at a minimal distance. ","



 0.5
5.0/5 ""Blown Away!""
                            "
838,"
                                I have taken home loan application from  HDFC LIMITED. The response from the institution end was not satisfying.Thus my application got closed. I waited for there follow up and no one from the bank end turned up till now. That was really disappointing. 
","



 0.5
2.0/5 ""Expected more""
                            "
839,"
                                The reason why I haven't taken home loan from HDFC Ltd, the property which I was shortlisted it was around Rs.35 lakhs but my budget was around only Rs.25 lakhs, hence I have been looking for some other property. So I kept my decision on hold but I am fine with HDFC Ltd interest rate is good.","



 0.5
3.0/5 ""Satisfactory""
                            "
840,"
                                Due to my busy schedule i could not able to pick up the calls from HDFC LIMITED.Every day they would give a follow up calls.But most of the time i could not able to respond properly. HDFC ltd is really approachable and customer friendly with my experience.","



 0.5
5.0/5 ""Blown Away!""
                            "
841,"
                                I have applied for a home loan with HDFC LIMITED and my application got cancelled. The reason for my application is only because my property in some other place and the loan have to be taken from some other place. But i am ok with the service from the bank.","



 0.5
4.0/5 ""Great!""
                            "
842,"
                                I would say HDFC ltd response is not good, when I applied for home loan at that time. I have not finalized the property after that I finalized the property. I tried reaching the HDFC Ltd but they haven't responded, it would be great if they improve their response.","



 0.5
3.0/5 ""Satisfactory""
                            "
843,"
                                One of the executive have  called me one month ago, I said not interest to go for home loan because my plan got changed. But HDFC Ltd told me 8.35% of interest but it was  also negotiable but I didn't continue with them to go head for the home loan process.","



 0.5
4.0/5 ""Great!""
                            "
844,"
                                 I have applied for my home loan with HDFC LTD. I have cancelled and postponed it due to my personal reason. I have no idea about the rate of interest . I  would  like to rate them 4 out of 4 overall. My overall experience was good and I will recommend this to others.","



 0.5
4.0/5 ""Great!""
                            "
845,"
                                 I have applied for my home loan with HDFC LTD. I have cancelled and postponed it due to my personal reason. I have no idea about the rate of interest and I would like to  rate them 4 out of 4 overall. My overall experience was good. I will recommend it to others also.","



 0.5
4.0/5 ""Great!""
                            "
846,"
                                I have approached HDFC ltd for my home loan. Their rate of interest was between 8-9% which was average and the customer service  and responses was good. I have cancelled the application due to my personal reason. My overall experience was good.","



 0.5
4.0/5 ""Great!""
                            "
847,"
                                I don't want to go head with HDFC Ltd, because they have reached me very delayed, at that time I was finalized with YES bank for the housing loan. HDFC Ltd interest is same as other bank but if they would have reached me on time. I might go with HDFC Ltd.","



 0.5
3.0/5 ""Satisfactory""
                            "
848,"
                                Response was good in HDFC Ltd, on  my home loan request. But their interest rate was higher side on housing loan. But I didn't take loan from them not because of interest rate. I have dropped the loan is because of the personal reason but I don't have any issues with them.","



 0.5
4.0/5 ""Great!""
                            "
849,"
                                I have applied for a home loan with HDFC LIMITED. The response from the INSTITUTION was not satisfying. In the mean time i have applied for the same with ICICI bank.Thus my application got closed.Till date there was no response from HDFC.I was really disappointed.","



 0.5
1.0/5 ""Really Bad""
                            "
850,"
                                I have an account with HDFC ltd so i decided to apply for a Home loan with them however I was not very satisfied with the service that i got as there was no initial calls and response from them. I  was later informed that the application could not proceed as the property did not come under the approved area.I am very Unhappy with the delay that was caused.","



 0.5
2.0/5 ""Expected more""
                            "
851,"
                                Since i have not finalized with the property i have cancelled the application with HDFC limited. But once i finalized with the property i will definitely approach HDFC LTD. The response and follow ups with HDFCltd. It is a recommendable Institution.","



 0.5
5.0/5 ""Blown Away!""
                            "
852,"
                                I took a home loan in 2007 from the HDFC LTD . The customer service was really great from the hdfc side . They gave me a rate of interest of 9.7% . The processing fee was around rupees 10,000 a flexi EMI system was availed for me . I was a warming experience I had with HDFC LTD.
","



 0.5
5.0/5 ""Blown Away!""
                            "
853,"
                                I have approached HDFC LTD for home loan . They have rejected my application since  they could not sanction 31 lakhs loan amount which was looking for. The rate of interest was 8.35% which was satisfactory. The customer service and responses was very good.My overall experience was satisfactory.","



 0.5
4.0/5 ""Great!""
                            "
854,"
                                HDFC Ltd response is not upto the mark, I didn't get single response from the bank. But I got a call only from online channel where I applied for the personal loan but from bank end there was no response. It would be great if they respond to the customer request.","



 0.5
3.0/5 ""Satisfactory""
                            "
855,"
                                Service was good from HDFC LTD ,the amount they offer was very low . Representatives and customer service was very helpful from HDFC LTD .Even the interest rate was fine ,so overall service was excellent from HDFC LTD. No issue till now with HDFC LTD.","



 0.5
5.0/5 ""Blown Away!""
                            "
856,"
                                Service was very good from HDFC ltd ,representatives and customer service was also very helpful and responsible even the interest rate was fine. I never had any problem with that till now,overall service was good from HDFC ltd for my personal loan service.","



 0.5
3.5/5 ""Pretty good""
                            "
857,"
                                I didn't get any call from HDFC Ltd, I was waiting for them. But no body responded on the home loan request. Hence I have taken loan from other source. I would like to suggest them, HDFC Ltd should call to the customer to confirm their loan request.","



 0.5
1.0/5 ""Really Bad""
                            "
858,"
                                Within a week time I have got the home loan from HDFC limited. The customer service is good with HDFC limited. The rate of interest is nominal with HDFC limited. The required loan amount has been disbursed and I am satisfied with it. I would say I got good service from HDFC limited.","



 0.5
4.0/5 ""Great!""
                            "
859,"
                                I have approached HDFC LTD for my home loan. The  rate of interest was 8.35% which was average but they have rejected my application because I have didn't have Pan card to submit . The customer service and response was really good. My overall experience was satisfactory.","



 0.5
5.0/5 ""Blown Away!""
                            "
860,"
                                I have applied for a home loan application from  HDFC LIMITED. The response from the bank end was not satisfying.Thus my application got closed. I waited for there follow up and no one from the bank end turned up till now. That was really disappointing. 
","



 0.5
3.0/5 ""Satisfactory""
                            "
861,"
                                My home loan is under process with HDFC ltd, they ready to sanction 90% on the property value. Interest rate is also good they offered only 8.35% of interest. I am very much satisfied with their loan process was flexible. I am okay with their service.","



 0.5
4.5/5 ""Excellent!""
                            "
862,"
                                I have approached HDFCLTD for my home loan. I have no idea about their rate of interest and  I have cancelled  my application due to my personal reason. The customer service and responses was up to the mark.My overall experience was  good and I would like to rate 4 out of 5 overall.","



 0.5
4.0/5 ""Great!""
                            "
863,"
                                The HDFC limited has took more than 2 months to disburse my loan amount. Secondly they have started collecting the EMI after the disbursement . The additional charges are very high with HDFC limited when compared with others. The rate of interest and the charges need to be decided in the beginning of the process. The insurance documents haven't reached me yet.  The executives are not giving proper response.
","



 0.5
3.0/5 ""Satisfactory""
                            "
864,"
                                The service offered  by HDFC LTD was good, the representatives and customer service was very helpful and responsible ,even I used to get regular followups from their representatives regarding my loan process . Rate of interest was also fine when compared  to the market value ,so overall service was excellent from HDFC LTD.","



 0.5
5.0/5 ""Blown Away!""
                            "
865,"
                                The overall home loan service was good with HDFC limited. The customer service was not up to the mark . The professionalism is missing with the documentation process and their customer support. The rate of interest is best which I got from HDFC limited.
","



 0.5
5.0/5 ""Blown Away!""
                            "
866,"
                                Got home loan from HDFC limited . They have disbursed my loan amount within 30days of time. The documentation was hassle free with HDFC limited, the HDFC executive came and collected my documents. The required loan amount has been disbursed and I am satisfied with it. 
","



 0.5
5.0/5 ""Blown Away!""
                            "
867,"
                                Service is very good ,customer service and other representatives were very helpful  and responsible ,but I can say the rate of interest was fine and average ,I don't find any difficulty with the service of HDFC LTD it was a very excellent service from HDFC ltd for my home loan process.","



 0.5
5.0/5 ""Blown Away!""
                            "
868,"
                                I have approached HDFC LTD for my home loan. The rate of interest was  8.56% which was high when compared to ICICI bank and the processing fee  was also  there so I have cancelled the application that  I had taken with ICICI bank. The customer service and responses was up to the mark here.","



 0.5
2.5/5 ""Just OK""
                            "
869,"
                                The services and response has been really good all through the process. HDFC LTD has not given us any trouble in processing of the home loan.  We also did not have issues in the rate of interest and processing charges. A very good experience overall","



 0.5
4.0/5 ""Great!""
                            "
870,"
                                Due to my personal reason i have cancelled my home loan application with HDFC LIMITED. The service and response offered by HDFC LIMITED was very much satisfying.They gave me follow up calls to inquire whether i have changed the plan. In future if i have any plan to take loan i will consider HDFC LTD.","



 0.5
4.0/5 ""Great!""
                            "
871,"
                                It was a good experience and service i received from the HDFC LTD for the home loan i applied for . After i logged in and did all paper works online i received call from the HDFC ltd side within a day and had a word with the bank executive for the future process . Due to some personal reasons i postponed the plan for few ears .","



 0.5
4.0/5 ""Great!""
                            "
872,"
                                HDFC ltd is good for my Business loan. I am much happy with them because of the loan I had received is 20 laksh the rate of interest they have offered me is 10.50% which is very nominal when compared with other banks. The way of customer approach and response is good with HDFC ltd","



 0.5
5.0/5 ""Blown Away!""
                            "
873,"
                                There is no proper response from HDFC LTD, I never get any response from them I am waiting for their response from the date I applied for my loan till now there is no proper response from them ,still I can say their service is average they need to improve more when it comes to service.","



 0.5
3.0/5 ""Satisfactory""
                            "
874,"
                                I applied through online ,service is good from HDFC LTD. Representatives and customer service is very good and responsible, I have not discussed about interest rate still the service is very excellent from HDFC LTD ,I am happy with their service of HDFC LTD","



 0.5
5.0/5 ""Blown Away!""
                            "
875,"
                                Service is very good ,interest rate was little high, I don't have much experience with their service. Representatives and customer service is high,they never called me after the first conversation. It was a very good experience from HDFC LTD.","



 0.5
4.0/5 ""Great!""
                            "
876,"
                                I feel they delayed with their service, interest rate was 8.5 which was fine for me . I feel they delay a lot during the process also their representatives where also not much supportive , I am not much happy with their service still their service is average.","



 0.5
3.0/5 ""Satisfactory""
                            "
877,"
                                Service is very fine ,rate of interest was also high representatives and customer service is also very helpful and responsible representatives were very helpful, even the documentation part was also fine,no issue with their service till now .","



 0.5
4.0/5 ""Great!""
                            "
878,"
                                HDFC limited did not mentioned any thing about the loan procedure and the EMI. The rate of interest was around 8.6 percentage. Later i checked with other bank and took the better rate of interest of 8.35 percentage. HDFC LTD gave improper service.","



 0.5
3.0/5 ""Satisfactory""
                            "
879,"
                                HDFC LIMITED taken lot of time for a proper response for my home loan application. By the time i have taken the home loan from CANFIN HOMES LTD.They process my application very fast and its on the final stage.  After 15 to 20 days later HDFC came up for the home loan but i closed si9nce i taken from other bank.
","



 0.5
2.0/5 ""Expected more""
                            "
880,"
                                I am happy customer of HDFC LTD the following are the reasons why I am happy with HDFC LTD the turn around time is very less they hardly took one week i did not think any other bank would be able to do it . The loan amount is more than 30 lakhs the documentation process was very easy it is a pre approved loan. They have provided me the sanction letter they had taken care of ECS process  properly. No delay in taking the payment on  ECS date .They automatically apply the new rate to the housing loan by reducing the tenure.
","



 0.5
5.0/5 ""Blown Away!""
                            "
881,"
                                I have already discussed with the HDFC LTD executive about the documentation part and they said they will get  back to shortly. The interest rate 8.25% it is a floating rate and I am yet to discuss about the processing fee. They have scheduled an appointment by next week i would be discussing about the same with them shortly.
","



 0.5
5.0/5 ""Blown Away!""
                            "
882,"
                                I would certainly say that HDFC LTD housing loan process is excellent, but regarding the disbursement there was a delay. This loan was taken for a duration  of 1.5 years. Interest rate offered by HDFC LTD was not that great, the interest rate offered was 8.5% and processing fee charged by HDFC LTD 5900.
","



 0.5
4.0/5 ""Great!""
                            "
883,"
                                As i was planning to buy a property ,i requested for a home loan application with HDFC LIMITED. The plot which i was planned to buy was an auction sale property. So they rejected my application saying there is no possible way to approve a loan for an auction property. 
","



 0.5
4.0/5 ""Great!""
                            "
884,"
                                I have requested for a home loan application with HDFC LIMITED. But i did not receive any response from the bank end. Thus my application got closed. I waited for there call and no one from the bank end turned up till now. That was really disappointing. 
","



 0.5
2.0/5 ""Expected more""
                            "
885,"
                                
Service is very good ,representatives and customer service were very helpful and they made my documentation part easy I never had any queries with HDFC LTD service ,so as a overall service is very good from HDFC LTD for my loan process never had any issue with their service .","



 0.5
4.0/5 ""Great!""
                            "
886,"
                                Since I got a better interest rate with HDFC Limited, I opted for a home loan with them. Moreover I got this loan approved using the builder. Required documents were collected for the process and the process is smooth till the disbursement.","



 0.5
3.0/5 ""Satisfactory""
                            "
887,"
                                HDFC Ltd did not responded well on my housing loan application that is the reason that I have not availed ,I could not avail the loan from HDFC ltd. But their services are satisfactory, they dint responded properly on time Customer service is good","



 0.5
3.0/5 ""Satisfactory""
                            "
888,"
                                I can say it was an excellent service from HDFC ltd for my loan process,representatives were really great in processing. Even rate of interest was fine ,but overall the service provided by HDFC was excellent .They completed my loan process in a short period ,I am happy with their service","



 0.5
4.0/5 ""Great!""
                            "
889,"
                                HDFC LTD has not given us any trouble in processing of the home loan. The services and response has been really good all through the process. We also did not have issues in the rate of interest and processing charges. A very good experience overall.","



 0.5
5.0/5 ""Blown Away!""
                            "
890,"
                                Service is very good ,representatives and customer service is very helpful . I have taken it on 2013 during that time interest was up to 9 to 10%, but there was no proper response from their representatives ,so as a overall service is average .","



 0.5
3.0/5 ""Satisfactory""
                            "
891,"
                                My experience is good one with the HDFC limited for the home loan, which I have applied . I would like to say that the response is good one with the HDFC limited and the documentation process was very difficult one with them.","



 0.5
4.0/5 ""Great!""
                            "
892,"
                                The vendor has a tie up with HDFC LTD , that is why i had taken this housing loan from HDFC  LTD they are doing really good. They came to my place collected all the documents too. Interest rate and processing fee charged by HDFC LTD  was as per the market standard. It is an average one and it can be compared with SBI though. SBI requires more documents to process the loan the same is not case with HDFC LTD.
","



 0.5
5.0/5 ""Blown Away!""
                            "
893,"
                                HDFC limited services is especially good in disbursing home loan. Compared with others, the rate of interest is quite the same and I would say its comparative rate offered. Due to their prompt response, I did liked their services.","



 0.5
4.0/5 ""Great!""
                            "
894,"
                                I applied for the home loan with hdfc ltd but they did not give any details about approval loan amount , interest rate and processing fee. I asked many times but they are telling they will update there was no proper communications I did not got the response only by this month I have received stating that my cheque is ready.","



 0.5
2.5/5 ""Just OK""
                            "
895,"
                                I am very much satisfied with HDFC Limited home loan, because they have offered me very affordable interest rate, which is lower in the market the tenure of 15 years even their processing fee is good. . Overall I am very fine with HDFC Limited","



 0.5
5.0/5 ""Blown Away!""
                            "
896,"
                                I can say the loan process have delayed a lot ,there is no proper approach or no good relationship with customers. They are not engaged and they are not helpful for the customers , no proper response from their representatives I am not at all happy with HDFC LTD service.","



 0.5
2.0/5 ""Expected more""
                            "
897,"
                                When I applied at HDFC LTD for a home loan, I did not receive a proper response from them and even there rate of interest was way high from them. It was not a good experience. The customer support and response needs a lot of improvement and they need to be more professional. I would  suggest this institution to others if they are okay with that.","



 0.5
3.0/5 ""Satisfactory""
                            "
898,"
                                In year 2011 i took a home loan from the HDFC home loan of rupees five lakhs . The customer service was good fromt he bank side . The rate of interest for the amount of home loan was 10.25% and the processing fee was 1.25% . I gave the documents and they lost the original land registration documents and told to i never submitted it and after a day they call me and say it with us only .","



 0.5
5.0/5 ""Blown Away!""
                            "
899,"
                                HDFC LTD housing loan process is fine, my experience with HDFC LTD was quiet good and the staff of HDFC LTD was very much helpful in nature and they have completed all the documentation part well within the time frame they address the customer care executives address our needs in a proper manner. I am getting tax benefit here and it is a sole account it is not a joint home loan.
","



 0.5
5.0/5 ""Blown Away!""
                            "
900,"
                                My feedback for HDFC  LTD  is they are not friendly. They are levying are too much of service charges which is unfair, i already checked the same with them last month i went to their premises to revise my rate of interest. They took a charge for rs 3000 for the rate switch and to apply the new rate to the housing loan.
","



 0.5
3.0/5 ""Satisfactory""
                            "
901,"
                                I had taken HOME LOAN from hdfc ltd it is a very good organization, Communication is very good they are prompt in sanctioning the loan and they are very much professional too. They are very much straight forward and they are very strict  with the rules and regulations. I had got good suggestions too from HDFC LTD
","



 0.5
5.0/5 ""Blown Away!""
                            "
902,"
                                The services was good, the executive contacted me on time and informed me the details. Since I have kept my decision on hold to buy a home. I did not proceed ahead for the HDFC LTD Bank home loan.  The interest rate was a fine from them. Overall no issues But still dint availe the loan.","



 0.5
4.0/5 ""Great!""
                            "
903,"
                                I have postponed my plan, at present I was not looking for home loan due to my personal reason, hence I didn't avail from them. But I am really satisfied with HDFC ltd, interest rate and processing fee. Especially service part is good, the way of approach is great.","



 0.5
4.0/5 ""Great!""
                            "
904,"
                                As i applied for home loan of 22 lakhs i only got a approval of 20 lakhs and the experience was good over all . The customer service was really good HDFC LTD for the home loan process . The rate of interest provided by the institution was 8.4% and the processing fee was something around four thousand . Over all i felt it was good .
","



 0.5
5.0/5 ""Blown Away!""
                            "
905,"
                                I applied for 20 lakhs of amount for the home loan process with HDFC LTD Bank but the HDFC LTD only approved amount of 16.5 lakhs and it was good experience the people from the bank contacted me on time and delivered the information properly as i required . They collected the documents even . The bank was providing me the rate  of interest of 8.35% and also the processing fee was minimal . I liked it over all .
","



 0.5
5.0/5 ""Blown Away!""
                            "
906,"
                                The home loan i applied for in HDFC LTD  and the service and experience i received from their end was good . they gave all the information i required for the loan process . HDFC LTD was providing me a  rate of interest of 8.4% and the processing fee from the institution side was too high . Due to personal reasons i did not opt for the loan . 
","



 0.5
4.0/5 ""Great!""
                            "
907,"
                                I have requested for a home loan application with HDFC LIMITED. But they offered me only the 80%  of the property amount. The property which i was planning to buy cost 35 lakhs. HDFC refused to pay 100% amount. So i closed the application with them .
","



 0.5
2.0/5 ""Expected more""
                            "
908,"
                                I have taken home loan application from  HDFC LIMITED. The response from HDFC LTD was not satisfying.Thus my application got closed. I waited for there follow up and no one from the bank end turned up till now and that was really disappointing. 
","



 0.5
5.0/5 ""Blown Away!""
                            "
909,"
                                I applied for a home loan with HDFC LIMITED but i did not yet fixed the property. Thus my application got closed. And for now i don't find any requirement for the home loan and if needed after fixing the property i will approach HDFC limited once again.","



 0.5
4.0/5 ""Great!""
                            "
910,"
                                I am very much satisfied with HDFC Limited home loan,  because they have offered me very affordable interest rate, which is lower  in the market. I took the amount of Rs. 44 lakhs for the tenure of 20 years. Overall I am very fine with HDFC Limited. ","



 0.5
5.0/5 ""Blown Away!""
                            "
911,"
                                I have applied for a home loan application with HDFC LIMITED. Due to my credit score issue my application got  rejected. But i am happy with the bank and their service. If in near future i have any requirement definitely i will approach HDFC bank.","



 0.5
4.0/5 ""Great!""
                            "
912,"
                                I did not go ahead with HDFC Ltd for the home loan because they have not called me not even once so that is the reason I have cancelled the plan The services from this institution was not good at all,I was waiting for the executive to call me but I never ever received a call from the bank side  I had an idea of taking the loan amount of 15 laksh.","



 0.5
2.0/5 ""Expected more""
                            "
913,"
                                It was a good experience i had with the HDFC LTD for the loan process . the customer service was done in a better way and also the responsivness was good from the institution side . That rate of interest was too high and even i had a existing loan in the HDFC ltd STILL DIDN'T APPORVE IT .
","



 0.5
5.0/5 ""Blown Away!""
                            "
914,"
                                I have applied for a home loan with HDFC LIMITED only for balance transfer with LIC HOUSING FINANCE. But i did not got any proper response. In case of any follow up needed i have to call them up. But when i informed LIC housing regarding the balance transfer they reduced my interest rate so i thought not to taken any loan.","



 0.5
3.0/5 ""Satisfactory""
                            "
915,"
                                The contact made from the hdfc ltd side was real bad only once i received the call and after that i never received one the customer service was not great and also the responsivness from the HDFC LTD  was not good. As i am working in armed force i am not residing in a permanent address . Even the rate of interest was around 8.4% which is good .
","



 0.5
3.0/5 ""Satisfactory""
                            "
916,"
                                It was a good experience i had with  HDFC LTD  . it was a good customer service provided from the institution side and also the responsiveness . I felt the rate of interest of 8.5% provided from the bank side was a bit high than the other banks . Over all i would say it was a good  service provided by HDFC LTD.
","



 0.5
4.0/5 ""Great!""
                            "
917,"
                                It was an good experience with HDFC LTD for my loan process , representatives of HDFC ltd were really helpful . Even the rate of interest was also fine which was 8.35 % and I am comfortable with the rate ,the tenured they have offered for twenty years of time Overall process was really good.","



 0.5
3.0/5 ""Satisfactory""
                            "
918,"
                                It was all good the customer service i received from the HDFC LTD BANK . they delivered all the required from for the lona process . the hdfc bank was giving the rate of interest of 8.34% the EMI amount was also good and affordable . i managed the amount from my own relative so didn't take the loan .
","



 0.5
5.0/5 ""Blown Away!""
                            "
919,"
                                The amount is asked for was around 17lakhs but the HDFC LTD bank only provided me a lona of 11 lakhs the rate of interest for the the loan amount was good and also there was a minimal processing fee . the customer service provided from the HDFC LTD bank side WAS GOOD . due to some personal reasons decided to hold the loan for some time.","



 0.5
4.0/5 ""Great!""
                            "
920,"
                                HDFC Ltd sanctioned me  7.4 lakhs of home loan for the tenure of 15 years. I have purchased the independent house, bank have disbursed the amount in one shot. HDFC ltd gave me better interest rate its competitive even their processing fee is good.","



 0.5
5.0/5 ""Blown Away!""
                            "
921,"
                                I applied for a home loan with HDFC LIMITED but i did not got any proper response from the bank end. Thus my application got closed. I waited for there follow up and no one from the bank end turned up till now. That was really disappointing. Later I had taken a home loan from HDFC LTD.
","



 0.5
1.0/5 ""Really Bad""
                            "
922,"
                                I applied for a home loan application with HDFC LIMITED. The executive from the institution came and collected the document. later he asked for the linked document for the past 15 years of the house were i hand only the document for 10 years. I was disappointed with the service provided by HDFC LTD.","



 0.5
3.0/5 ""Satisfactory""
                            "
923,"
                                I have requested for a home loan application with HDFC LIMITED. But i did not receive any response from the bank end. Thus my application got closed. I waited for there call and no one from the bank end turned up till now. That was really disappointing. ","



 0.5
2.0/5 ""Expected more""
                            "
924,"
                                I had a requirement fora home loan and i applied with HDFC LIMITED. Later i thought this is not the right time and for now there is no requirement for the loan. In near future if i am planning to take a loan then my first choice will be definitely HDFC LIMITED.","



 0.5
5.0/5 ""Blown Away!""
                            "
925,"
                                With HDFC LIMITED i have requested for a home loan application through third party website. Simultaneously i have also applied with the direct website of HDFC LTD. Since i got the better offer directly from the bank i thought not to proceed with the third party.  ","



 0.5
4.0/5 ""Great!""
                            "
926,"
                                I have applied for a home loan application with  HDFC LIMITED. By the time I got a pre approved loan from other bank so  i cancelled the application with HDFC Ltd. The customer executive who contacted me regarding the  verification also informed me the same.","



 0.5
2.0/5 ""Expected more""
                            "
927,"
                                For a home loan i have put up an application with  HDFC LIMITED. By the time i have postponed the plan of getting a loan from the institution so  i cancelled the application with HDFC LTD. The customer executive who contacted me regarding the  verification also  informed me about the same.","



 0.5
4.0/5 ""Great!""
                            "
928,"
                                With HDFC LIMITED i planned to take a home loan . The promised rate of interest was 8.40%. Actually i was looking for a balance transfer with HDFC LIMITED. The processing fee with HDFC is too much it comes around 6000. The rate of interest which i am paying with the competitor is 9.50%. ","



 0.5
4.0/5 ""Great!""
                            "
929,"
                                I do have the home loan with the HDFC limited and the interest rate is around 8.4%. I would like to say that the customer service is also good one and they have  provided around 100% of my demand as the  loan.","



 0.5
5.0/5 ""Blown Away!""
                            "
930,"
                                I have taken my home loan from HDFC LTD. The process for the loan is convenient as I did not face any issues on the documentation and till the stage of disbursement. The interest rate and processing charges are normal. The after loan services are smooth and I got all the paper work on time.","



 0.5
5.0/5 ""Blown Away!""
                            "
931,"
                                Service was very excellent from HDFC LTD,interest rate and fees and charges was also fine . representatives and customer service was also helpful even I use to get regular followups ,so overall I can say it was an excellent service provided by HDFC LTD.","



 0.5
5.0/5 ""Blown Away!""
                            "
932,"
                                Service was good from HDFCLTD ,interest rate was also very high . representatives and customer service was also helpful even I use to get regular followups ,but I feel they have lot of hidden charges still as an overall it was an average service from HDFC ltd.","



 0.5
3.0/5 ""Satisfactory""
                            "
933,"
                                HDFC Ltd was perfect in their own way for the home loan. The services and response was good, though I did not communicate much. I appreciate the fact that they informed me the details upfront. They have offer me the loan with in 1 month of time and the ROI-8.34% and its floating and it is for 20 years of time","



 0.5
5.0/5 ""Blown Away!""
                            "
934,"
                                It was a very good service from hdfc ltd ,process was very fast ,once I applied for my loan I got immediate response from their representatives and they completed the verification but I told them that iam not interest in loan anymore I have postponed from my side ,so overall service was excellent from HDFC LTD.","



 0.5
3.0/5 ""Satisfactory""
                            "
935,"
                                It was not at a good experience and neither a good service i received from the HDFC LTD for my home loan . I was waiting for the executive to call me but I never ever received a call from the institution side later once received and I have told them I am not interested in taking the loan anymore I have postponed from my side the loan amount I had to take was 12 lakhs.","



 0.5
2.0/5 ""Expected more""
                            "
936,"
                                Rate of interest for the home loan with the HDFC limited was around 8.35% and the customer service, response is good one for me. The loan amount got disbursed to my account within two days of time.","



 0.5
5.0/5 ""Blown Away!""
                            "
937,"
                                I can say the loan process have delayed a lot ,there is no proper approach or no good relationship with customers. They are not engaged and they are not helpful for the customers , no proper response from their representatives I am not at all happy with HDFC LTD service.","



 0.5
1.0/5 ""Really Bad""
                            "
938,"
                                It was an good service from HDFC ltd ,customer support and other representatives were very helpful . I don't remember the interest rate or fees and charges they promised, I don't find queries with their service so overall I can say it is a good service from HDFC ltd.","



 0.5
4.0/5 ""Great!""
                            "
939,"
                                I had got the response from HDFC  LTD for the housing loan, I had planned to take it some time later. It was a mere inquiry, I just asked them to provide the basic details and the same was action ed. When I applied for the same online I got an instant response. Rate of interest is very much nominal and the processing fee charged 10k.
","



 0.5
5.0/5 ""Blown Away!""
                            "
940,"
                                HDFC LTD Housing loan is the best, within a few days they had offered  11 lakhs which was a pleasant surprise for me HDFC LTD did not stop with that, they said once after i repay the complete amount, I can approach them for an extension of credit and that impressed me a lot. In a nutshell it was a pleasant and memorable experience.
","



 0.5
5.0/5 ""Blown Away!""
                            "
941,"
                                It was a very good service from HDFC ltd,response was very good from their representatives ,helpful
customer service .Their interest rate was high
compared to market value ,overall it was a good service
from HDFC ltd for my loan process .","



 0.5
3.0/5 ""Satisfactory""
                            "
942,"
                                It was a excellent experience with hdfc ltd for the home loan. They have explained everything very clearly to me. The process took some days not sure about it. I also got a good rate of interest at that time 8.75%. And also a processing fee was charged nominal I had taken it for 20 years but I pre closed it later.","



 0.5
4.0/5 ""Great!""
                            "
943,"
                                It was kind of good service i received from the HDFC LTD on my home application . there was very less interaction made from the bank side, only once they called. The rate of interest HDFC was providing was too high something around 8.60% where as the other banks were giving me a rate of interest of 8.35% . so I changed my plans .
","



 0.5
4.0/5 ""Great!""
                            "
944,"
                                It was not at a good experience and neither a good service i received from the HDFC LTD for my home loan . I was waiting for the executive to call me but I never ever received a call from the bank side . When I called the bank they tell me that my application for the home loan process is cancelled  and that was the  worst service that  I ever  had.
","



 0.5
1.0/5 ""Really Bad""
                            "
945,"
                                The experience and the services i had with HDFC LTD was all good as i applied for was kind of OK . the HDFC LTD contacted me in a better manner and gave all the information . the rate of interest was real high and also the processing fee from the other banks . i have some personal problem so only i postponed the plan .
","



 0.5
5.0/5 ""Blown Away!""
                            "
946,"
                                HDFC Ltd service was not upto the mark when I approached for the housing loan, they are not supportive. Even their bank manager and the field executive are not prompt, they hardly reaching the customer. In term of offer HDFC ltd its taking less processing fee.","



 0.5
1.0/5 ""Really Bad""
                            "
947,"
                                I had taken the housing loan from HDFC LTD and the process was good. HDFC  LTD provided a discounted rate of  0.5% , another advantage was they were able to waive off the processing fee . I am getting some tax benefits also . I had received the copy of title deeds too.
","



 0.5
5.0/5 ""Blown Away!""
                            "
948,"
                                HDFC Ltd executive was not coordinated with me on loan process, they  are not aware of the documentation process. I would suggest them to improve their service. Other than that everything is good, even their interest rate and charges is also good.","



 0.5
4.0/5 ""Great!""
                            "
